,county,state,population,full_county
3096,Portage,WI,70772,"Portage, WI"
3097,Price,WI,13351,"Price, WI"
3098,Racine,WI,196311,"Racine, WI"
3099,Richland,WI,17252,"Richland, WI"
3100,Rock,WI,163354,"Rock, WI"
3101,Rusk,WI,14178,"Rusk, WI"
3102,St. Croix,WI,90687,"St. Croix, WI"
3103,Sauk,WI,64442,"Sauk, WI"
3104,Sawyer,WI,16558,"Sawyer, WI"
3105,Shawano,WI,40899,"Shawano, WI"
3106,Sheboygan,WI,115340,"Sheboygan, WI"
3107,Taylor,WI,20343,"Taylor, WI"
3108,Trempealeau,WI,29649,"Trempealeau, WI"
3109,Vernon,WI,30822,"Vernon, WI"
3110,Vilas,WI,22195,"Vilas, WI"
3111,Walworth,WI,103868,"Walworth, WI"
3112,Washburn,WI,15720,"Washburn, WI"
3113,WA,WI,136034,"WA, WI"
3114,Waukesha,WI,404198,"Waukesha, WI"
3115,Waupaca,WI,50990,"Waupaca, WI"
3116,Waushara,WI,24443,"Waushara, WI"
3117,Winnebago,WI,171907,"Winnebago, WI"
3118,Wood,WI,72999,"Wood, WI"
3119,Albany,WY,38880,"Albany, WY"
3120,Big Horn,WY,11790,"Big Horn, WY"
3121,Campbell,WY,46341,"Campbell, WY"
3122,Carbon,WY,14800,"Carbon, WY"
3123,Converse,WY,13822,"Converse, WY"
3124,Crook,WY,7584,"Crook, WY"
3125,Fremont,WY,39261,"Fremont, WY"
3126,Goshen,WY,13211,"Goshen, WY"
3127,Hot Springs,WY,4413,"Hot Springs, WY"
3128,Johnson,WY,8445,"Johnson, WY"
3129,Laramie,WY,99500,"Laramie, WY"
3130,Lincoln,WY,19830,"Lincoln, WY"
3131,Natrona,WY,79858,"Natrona, WY"
3132,Niobrara,WY,2356,"Niobrara, WY"
3133,Park,WY,29194,"Park, WY"
3134,Platte,WY,8393,"Platte, WY"
3135,Sheridan,WY,30485,"Sheridan, WY"
3136,Sublette,WY,9831,"Sublette, WY"
3137,Sweetwater,WY,42343,"Sweetwater, WY"
3138,Teton,WY,23464,"Teton, WY"
3139,Uinta,WY,20226,"Uinta, WY"
3140,Washakie,WY,7805,"Washakie, WY"
3141,Weston,WY,6927,"Weston, WY"
